cik
1579684
1070750
1035983
1058811
59440
1374535
923120
100726
1514705
1393052
842633
99780
796534
8818
1529864
7084
1479290
40533
1569187
799233
887919
813672
860748
91767
1142417
1267238
1021860
1109354
4904
1598665
875357
936528
1015328
78890
1109242
313927
1571283
3197
71691
1063344
49826
1175505
276720
109563
19411
887730
1159036
1529377
14846
713425
863436
780571
62234
1562463
732834
1065837
82811
794619
1052100
1525287
1574085
866706
1124198
1060391
1171486
3499
812074
1053507
1501134
1332349
1367920
783280
1463172
34782
350698
29989
2969
1527590
1364742
1077183
1108134
1581990
1534992
910638
1580670
1514281
1577916
1172358
1528849
1640266
1096752
765880
937556
1006269
889900
1056903
1252849
1172222
1287213
1481792
1021561
1024795
1552033
54381
350797
1144980
18926
30697
1336920
857005
92230
85961
1093557
860730
14272
1069157
1469367
59558
1474098
1173489
1048477
33002
788784
1049521
946673
1601548
1051470
40987
1176948
720858
1498710
1466301
89439
1274494
726601
216085
740663
879585
1527166
80661
1136893
1326110
1020859
845877
1800
1275158
1228454
1393311
1368458
1569994
1273685
1420302
109177
708818
6951
1230245
1316835
1126956
861878
8063
59478
887936
1604028
104918
1320461
1539638
1518715
1614806
62996
84748
744187
1102934
1220754
752714
796343
1629137
1561743
784977
863110
47111
906107
798783
936395
1315257
1619954
1353283
1564708
1036188
859598
1022652
1327567
318300
1592057
1120193
1439095
1471265
1323468
1270073
1234006
1433660
1447051
920112
55135
1409970
1324424
764038
1378624
1390162
1022321
1494319
1500217
354647
1299709
1621434
1584207
943819
82020
1381668
833640
79879
1018840
851205
879101
1029800
794170
1426800
64996
81362
1047884
1338065
824142
906465
1645590
1077428
315709
1561680
97210
31462
746598
1068851
933141
109380
1492298
1034054
1077688
26058
704562
1456772
1133421
1576940
1045309
1239819
1137774
1652044
1289848
1434868
1283140
717423
1051512
716133
4281
707179
39368
1596783
1013237
1490906
940944
750686
1581091
353020
65596
1337619
1474439
51253
1336917
1169561
719220
1331875
1262823
1390844
52827
1033012
909494
102212
855874
893538
1307954
1304492
105132
901491
1402057
1567514
1594466
48287
1288847
802681
1354327
1127371
821002
320335
884624
1056288
56868
110621
1636222
1637207
857855
719739
46765
106640
920465
1156039
1395848
1610682
1438533
26780
726854
1579428
830524
98677
1580608
783325
278166
731766
1057352
1408198
822663
1604778
791963
910606
47217
10795
868671
1120914
107687
721994
1162461
1296205
26076
1018979
1425205
1379785
1423221
82166
350852
34088
1360604
1068875
788329
1124804
1616318
1598646
106040
1524741
1575051
824410
858339
726958
1476765
1594109
1403568
1066194
884219
899866
760498
883569
22356
1496443
1386278
1169770
1411342
1606366
927653
1048286
352541
769397
1047127
727273
854560
792966
702325
1341766
1052752
891024
39899
1439404
882184
1444380
1022408
875045
895419
812128
1013857
826154
828916
773141
1530249
933136
751978
1094810
799288
790816
1587987
1061219
40888
1415404
1426945
814585
1422143
793074
1332551
1340122
1000697
887905
16040
742112
927003
810958
1020710
906709
95029
1057877
1111335
1116463
1464343
1166691
109198
1160791
1370450
816761
715072
923796
1573097
1504619
1309108
1591763
1227654
708955
1005731
1258602
1420800
725363
932696
911147
86312
1086600
846475
733269
1628063
1396009
879169
917520
1272830
1177394
1130713
1287750
798941
928658
1028918
949039
1110803
909108
67625
1610418
92380
888491
731802
1070081
1038074
700923
1039065
1393726
1275187
1433195
1057379
21344
1413837
1065332
203596
1593538
277509
775368
1002517
61986
883948
1029199
1504461
746515
101984
1561387
310158
1564902
1163370
887359
1347652
1318568
19612
918965
350894
900075
893949
65011
1437402
929940
1145197
769520
1293282
723612
1540947
1046050
1092699
105418
883237
712537
1075607
801337
920760
1555039
3545
1361113
1082324
939767
1059142
1407623
846617
18349
1321741
717954
1295401
798354
1037868
1049782
920371
21510
1400810
1295947
1509991
862831
1091667
899051
1318008
1590714
1113256
310142
764622
1507385
25475
88948
69733
1039828
700564
51644
1521036
1520697
1235010
1351285
1526113
67716
1399529
108985
764401
1511337
805676
56047
1286225
1297184
794367
1618563
1328581
795266
753308
1513363
100591
1041061
1326003
1025378
1024725
1587523
84246
1605607
1125376
916540
1060822
46250
1107843
39911
819793
1441236
1517175
877860
820318
1164863
1339605
1553023
920427
1576263
1511737
1101239
1283699
1515673
1212458
1590955
1478121
1111711
804753
918646
764478
915913
1493225
1461755
709337
1561894
1156375
1013871
842023
52795
1517228
1141391
1114483
798287
1331520
1403161
1078271
88941
1028954
42888
930236
764180
719135
859737
1383414
811596
1318484
794172
1260968
1476045
743238
1428522
1388430
750574
1633978
1622353
97745
908937
1018399
827871
729986
784199
1494582
821130
1305253
1070494
1018963
1296445
1580156
1037976
890926
1604464
708781
1521951
66382
1383650
884217
1212545
1524472
894315
1546417
1206264
1650664
64040
1413329
6769
910406
78128
1122904
1327811
1005757
872589
814549
1626853
1396440
1005229
1551901
1626115
811808
1080709
1046025
105016
9092
874501
883984
16918
1436425
1117297
1358071
55785
701985
840489
105319
1613859
1361658
906345
1075415
1465128
1466538
866273
874238
318833
1004702
80172
1635881
1590976
1059262
1066605
911109
724910
1474903
1001838
1164727
6955
885550
717538
790359
853816
1621563
1612630
1171759
1377630
1289460
822416
935036
771497
70145
354707
1002047
790703
315213
723254
25232
1326732
77476
74303
1090425
915779
895417
816956
1012771
1325702
721371
1008654
1547903
1496671
1158463
102752
58492
97517
784011
1175454
854775
1541401
1390777
1217234
68709
1475841
1161728
1092796
1037676
1564618
1567345
57515
38777
1637459
