cik
878526
1022671
1069878
18255
33185
1124140
1404644
352915
1201792
1638833
9326
1324272
863894
1070985
1034670
883902
1627223
931015
791915
1508171
827054
1306830
1551152
70858
1590895
1423689
1293971
1489096
1046311
1259429
1375151
1175535
24545
945394
1578732
46129
1609711
1750
1512931
1466593
1286043
912562
1350653
912463
714562
67887
91419
1488813
913760
1280058
1021635
1037646
1276187
793733
1102112
895421
837465
1574815
39311
1158114
1165002
70866
85535
1393818
1261654
1622194
1097864
28823
785161
1602065
1253986
768835
29534
1209028
1552275
803649
1082923
1372612
32604
1020569
949870
899715
860731
885725
809248
1050377
831259
1039684
886982
1166003
1104506
1630805
946581
1177648
1617640
1589526
94049
1126328
1601712
730272
1326380
4977
1298946
69633
37996
921825
811156
51434
1090872
842183
1335258
1364954
876437
1174922
1442145
29905
1298675
1108109
1173514
1356576
1200375
789933
1173431
749251
1067294
733590
1130310
1280600
917251
851968
1325618
1552000
36047
1045810
860413
92122
880631
79282
1486957
1035443
1611983
1649744
918541
1100682
1001115
1006837
56679
1468328
849399
1490892
94344
1549346
66756
42582
896262
910521
874015
913142
1069258
1571498
1099800
715957
892537
1058290
1046568
1010612
1035092
912603
1574774
1423902
1042776
1049502
1041859
859070
1538263
72331
16732
719955
76267
1110805
1487428
1597264
317540
874766
1337298
1040829
1069899
1278752
1232582
742278
1130464
924822
101199
310764
63330
1260221
808461
1599947
1037038
768899
93556
8670
1440024
1393434
66740
1642081
1050441
712770
12208
1039399
1013272
819913
1157601
1370946
1178879
9984
892222
1391127
1366246
1572694
822818
1633651
1283630
1144215
896841
944148
1289308
1032208
1620533
752642
1401667
88205
879635
1035201
38725
1545654
1082554
1439222
42682
1024478
1580905
1094285
1562476
716634
800457
792977
1607716
72741
1378946
832428
1048268
1600125
90498
1095651
57131
887921
1365135
1495932
1373715
912752
808450
1530950
1069202
7789
878927
1417398
1282977
80424
755001
76282
1383312
850429
935419
815094
706698
1002590
1468174
732712
1424929
1138639
1418121
1607678
1063761
817720
1443646
743316
1280452
1576169
1178670
1277902
875622
108312
1288469
67215
1464423
107140
1166388
1177702
318154
1264587
106532
919012
1222840
1538990
97476
91440
861884
26324
916365
1128928
1334036
945114
1267565
1610114
1001082
1533924
1013934
714310
807882
1005284
1466085
1065696
1496099
1631650
98246
76334
861842
1428875
6201
1582568
62709
894405
891014
43196
1126975
886163
1160958
89800
1518621
727207
1024305
879407
36146
828944
3570
1635984
924717
1097149
944695
716643
1430723
1001316
812348
1442626
718937
1567683
886346
722723
76605
1023313
826675
944745
1463101
1389050
1032033
1644406
945841
1581068
1102993
835324
50493
1357204
34067
717720
1090061
1650132
1001250
921557
1271214
936340
1308547
1472787
1534701
1641991
16058
1534504
59527
1237831
1324948
21175
1392972
896622
100885
1175483
832101
1180145
1376139
713676
790051
26172
1280784
1434588
41719
1077771
1644440
1158895
97134
858470
1000228
1445305
1438133
765207
1634997
1157647
1047335
96021
936468
1313275
1000623
1632790
924901
1140859
912242
913277
1555280
1517022
1410636
1091883
737468
1037540
1603145
896264
55067
730263
910108
230557
10456
5513
882104
1145986
1050825
25445
1393612
944314
1512673
1061983
1408100
1364885
835887
1610250
1166928
706129
277948
1632127
1517302
1013488
96869
17313
1402436
1637761
1411494
850460
821189
1080014
1464963
1574540
1342287
1611647
704532
1116132
1347178
761648
1011570
1396033
910073
947559
1045609
907254
1637558
1287865
1023128
68505
864749
1493594
1437226
877212
1050743
33213
96223
1439288
1437107
101382
80035
1590877
1352010
1046257
1364250
46080
940942
1498828
1577368
799167
868857
23197
1467858
98362
835011
1552451
1592000
912595
91576
1102266
720672
1448056
916076
898173
1624794
927066
277135
855612
1303313
1411207
880266
811532
834365
1070296
27419
4127
1278021
1467760
701374
1115128
897429
1611547
1322505
1636286
1159167
1001385
1101215
60977
63296
1124941
802481
1538849
1341439
320193
1000694
1168054
918251
1295810
1223389
55242
882095
737758
886158
1157408
814453
1409493
1005210
75362
714395
1070154
875320
23795
921299
19584
1370880
915840
915778
1620393
1482512
1196501
1133470
103595
1125345
1597033
930420
48039
1497770
866787
1102238
1590364
1131554
37785
15615
831641
108516
1606498
1552198
1505155
1421517
842518
1035267
1610466
1089063
1073429
1379041
23217
1177609
63754
1275014
80420
1262039
86115
749660
1113232
1380846
1007587
1113169
1627014
100517
1405495
1559865
1297989
313143
24491
1002910
789460
898174
2488
795403
1364479
920148
821483
946647
1284812
913241
75677
745732
225648
1143513
1428205
67347
19446
1528356
1269021
844059
1501989
743988
1573516
866368
860546
1158324
750004
1459417
105634
922224
887596
27904
1609702
1604821
103379
1016281
766704
1551693
1031296
894081
1481582
743367
937098
1610950
1524931
818479
48898
1601046
766421
850209
1606440
773840
63908
1078099
70487
357301
1631569
108385
1535929
779152
1341141
1472595
885978
1532961
275053
5981
1410939
1050446
24090
1487952
1410384
899629
1069183
825313
1099219
827187
24741
74260
876427
763901
1118417
31978
707549
1018164
1434621
943452
70318
1595097
317788
1549922
859163
102729
17843
873303
1127703
16160
1476150
1084869
745308
791908
1385280
12927
1093691
1361538
8947
14693
1111928
1418091
1219601
1362004
101778
1465740
1398987
871763
1318084
1579298
935494
1088856
1404655
766829
66004
1609253
1059556
842162
701347
1158449
1635650
907471
823768
1104657
1207074
1644378
1017480
1617242
351569
1397187
1289490
1571776
806279
73756
1526520
77877
712515
1309402
730255
877422
1616707
1594012
78239
1593195
1091907
315189
1533615
1038357
1163165
1061630
1086222
1075531
912615
706688
103730
1345016
724004
1371285
1038133
1377936
1108524
1465885
876167
793952
1018724
1000753
1370755
728535
1369568
1060736
1412665
21535
1012019
1084048
1333274
712534
703351
49754
1285819
105770
1503802
60086
1362468
1308606
885508
899923
1289790
1419600
785786
1584509
1575515
72207
1512762
102037
1048695
1132651
74208
911177
1296435
35214
36966
710752
1115055
1108426
759944
1136869
1057706
1265131
1384101
907242
1492691
1038773
4457
1323648
6281
1437578
1013462
215466
1487198
78003
1142596
1401680
1053706
704415
810136
1069533
75252
1459200
84129
1411579
56978
216228
917273
1287032
1050797
1005409
217346
902791
701288
712771
313616
883241
1447599
1121484
772406
897723
93389
1304421
1407067
29644
892553
885639
899689
1422183
1463258
110471
98222
1418819
1587732
1421182
896156
11544
1109357
813828
1021162
1192448
880432
30625
1596532
1539838
1403431
1078075
1043604
1302215
935703
1315255
1320695
926282
1282637
1515156
1185348
1142750
712034
886206
354190
891166
1512499
914156
704051
1103982
1560327
1575189
3453
703604
59255
1285785
1401521
855658
9389
75288
1602658
1005286
1404912
1590717
46195
50725
723188
1172052
315374
89089
1368622
